Date,STREAMFLOW_(CFS)
11/28/84,11700
11/29/84,8550
11/30/84,8090
12/1/84,5900
12/2/84,4430
12/3/84,3470
12/4/84,2800
12/5/84,2350
12/6/84,2020
12/7/84,1800
12/8/84,1640
12/9/84,1570
12/10/84,2310
12/11/84,2250
12/12/84,2750
12/13/84,3050
12/14/84,2700
12/15/84,2750
12/16/84,2480
12/17/84,2210
12/18/84,2000
12/19/84,1790
12/20/84,1670
12/21/84,1710
12/22/84,1640
12/23/84,1650
12/24/84,1630
12/25/84,1570
12/26/84,1480
12/27/84,1620
12/28/84,2030
12/29/84,2710
12/30/84,6270
12/31/84,4150
1/1/85,3100
1/2/85,2550
1/3/85,2180
1/4/85,1920
1/5/85,1720
1/6/85,1570
1/7/85,1440
1/8/85,1320
1/9/85,1230
1/10/85,1140
1/11/85,1070
1/12/85,1020
1/13/85,958
1/14/85,922
1/15/85,881
1/16/85,836
1/17/85,800
1/18/85,768
1/19/85,738
1/20/85,712
1/21/85,685
1/22/85,659
1/23/85,638
1/24/85,616
1/25/85,595
1/26/85,576
1/27/85,564
1/28/85,568
1/29/85,575
1/30/85,544
1/31/85,559
2/1/85,620
2/2/85,718
2/3/85,679
2/4/85,607
2/5/85,583
2/6/85,590
2/7/85,1290
2/8/85,2040
2/9/85,2120
2/10/85,2400
2/11/85,3630
2/12/85,5080
2/13/85,3140
2/14/85,2480
2/15/85,2310
2/16/85,1980
2/17/85,1720
2/18/85,1520
2/19/85,1460
2/20/85,1530
2/21/85,1400
2/22/85,1320
2/23/85,1250
2/24/85,1200
2/25/85,1130
2/26/85,1060
2/27/85,1010
2/28/85,951
3/1/85,916
3/2/85,871
3/3/85,834
3/4/85,1090
3/5/85,1360
3/6/85,1300
3/7/85,1180
3/8/85,1070
3/9/85,1010
3/10/85,956
3/11/85,901
3/12/85,851
3/13/85,807
3/14/85,774
3/15/85,738
3/16/85,712
3/17/85,685
3/18/85,658
3/19/85,636
3/20/85,641
3/21/85,781
3/22/85,928
3/23/85,2290
3/24/85,3710
3/25/85,2530
3/26/85,2290
3/27/85,3290
3/28/85,3670
3/29/85,2970
3/30/85,2710
3/31/85,3150
4/1/85,2770
4/2/85,2370
4/3/85,2040
4/4/85,1780
4/5/85,1590
4/6/85,1440
4/7/85,1310
4/8/85,1210
4/9/85,1130
4/10/85,1060
4/11/85,1040
4/12/85,962
4/13/85,901
4/14/85,854
4/15/85,814
4/16/85,779
4/17/85,741
4/18/85,719
4/19/85,766
4/20/85,706
4/21/85,680
4/22/85,723
4/23/85,997
4/24/85,965
4/25/85,882
4/26/85,813
4/27/85,762
4/28/85,720
4/29/85,672
4/30/85,639
5/1/85,612
5/2/85,593
5/3/85,638
5/4/85,612
5/5/85,565
5/6/85,544
5/7/85,520
5/8/85,500
5/9/85,486
5/10/85,477
5/11/85,475
5/12/85,450
5/13/85,439
5/14/85,440
5/15/85,422
5/16/85,400
5/17/85,379
5/18/85,368
5/19/85,362
5/20/85,361
5/21/85,352
5/22/85,336
5/23/85,324
5/24/85,326
5/25/85,320
5/26/85,311
5/27/85,302
5/28/85,336
5/29/85,354
5/30/85,313
5/31/85,370
6/1/85,360
6/2/85,313
6/3/85,297
6/4/85,312
6/5/85,294
6/6/85,1350
6/7/85,6110
6/8/85,3430
6/9/85,1950
6/10/85,1410
6/11/85,1140
6/12/85,984
6/13/85,869
6/14/85,779
6/15/85,719
6/16/85,661
6/17/85,614
6/18/85,569
6/19/85,532
6/20/85,504
6/21/85,478
6/22/85,457
6/23/85,438
6/24/85,421
6/25/85,412
6/26/85,393
6/27/85,378
6/28/85,362
6/29/85,349
6/30/85,348
7/1/85,328
7/2/85,310
7/3/85,295
7/4/85,284
7/5/85,275
7/6/85,267
7/7/85,261
7/8/85,252
7/9/85,241
7/10/85,232
7/11/85,227
7/12/85,221
7/13/85,214
7/14/85,210
7/15/85,205
7/16/85,201
7/17/85,194
7/18/85,190
7/19/85,187
7/20/85,178
7/21/85,173
7/22/85,170
7/23/85,166
7/24/85,164
7/25/85,158
7/26/85,155
7/27/85,148
7/28/85,143
7/29/85,138
7/30/85,162
7/31/85,218
8/1/85,220
8/2/85,192
8/3/85,175
8/4/85,156
8/5/85,145
8/6/85,140
8/7/85,143
8/8/85,156
8/9/85,156
8/10/85,141
8/11/85,133
8/12/85,127
8/13/85,122
8/14/85,118
8/15/85,113
8/16/85,109
8/17/85,110
8/18/85,109
8/19/85,115
8/20/85,119
8/21/85,112
8/22/85,106
8/23/85,103
8/24/85,101
8/25/85,102
8/26/85,101
8/27/85,95
8/28/85,91
8/29/85,91
8/30/85,94
8/31/85,96
9/1/85,95
9/2/85,102
9/3/85,103
9/4/85,98
9/5/85,96
9/6/85,129
9/7/85,136
9/8/85,116
9/9/85,122
9/10/85,152
9/11/85,136
9/12/85,186
9/13/85,304
9/14/85,260
9/15/85,240
9/16/85,189
9/17/85,187
9/18/85,195
9/19/85,167
9/20/85,143
9/21/85,131
9/22/85,122
9/23/85,116
9/24/85,112
9/25/85,106
9/26/85,101
9/27/85,98
9/28/85,96
9/29/85,93
9/30/85,91
10/1/85,91
10/2/85,91
10/3/85,91
10/4/85,90
10/5/85,88
10/6/85,87
10/7/85,86
10/8/85,86
10/9/85,82
10/10/85,83
10/11/85,95
10/12/85,108
10/13/85,108
10/14/85,100
10/15/85,98
10/16/85,96
10/17/85,96
10/18/85,94
10/19/85,102
10/20/85,335
10/21/85,440
10/22/85,1090
10/23/85,1520
10/24/85,1030
10/25/85,1560
10/26/85,1110
10/27/85,719
10/28/85,685
10/29/85,593
10/30/85,530
10/31/85,499
11/1/85,445
11/2/85,428
11/3/85,427
11/4/85,419
11/5/85,536
11/6/85,641
11/7/85,1090
11/8/85,2190
11/9/85,2390
11/10/85,2190
11/11/85,1490
11/12/85,1130
11/13/85,931
11/14/85,791
11/15/85,853
11/16/85,1500
11/17/85,1770
11/18/85,1870
11/19/85,1560
11/20/85,1580
11/21/85,1580
11/22/85,1760
11/23/85,1520
11/24/85,1280
11/25/85,1120
11/26/85,990
11/27/85,896
11/28/85,820
11/29/85,756
11/30/85,701
12/1/85,693
12/2/85,984
12/3/85,3210
12/4/85,2670
12/5/85,2350
12/6/85,3220
12/7/85,4670
12/8/85,4920
12/9/85,3720
12/10/85,2760
12/11/85,2190
12/12/85,1820
12/13/85,1560
12/14/85,1370
12/15/85,1230
12/16/85,1120
12/17/85,1030
12/18/85,963
12/19/85,896
12/20/85,838
12/21/85,784
12/22/85,738
12/23/85,702
12/24/85,667
12/25/85,638
12/26/85,609
12/27/85,583
12/28/85,560
12/29/85,543
12/30/85,523
12/31/85,509
1/1/86,771
1/2/86,872
1/3/86,1360
1/4/86,1220
1/5/86,1620
1/6/86,2390
1/7/86,1780
1/8/86,1580
1/9/86,1650
1/10/86,1690
1/11/86,1650
1/12/86,1500
1/13/86,1360
1/14/86,1250
1/15/86,1340
1/16/86,2580
1/17/86,3230
1/18/86,4380
1/19/86,5600
1/20/86,4560
1/21/86,3370
1/22/86,3130
1/23/86,4360
1/24/86,4060
1/25/86,3220
1/26/86,2630
1/27/86,2260
1/28/86,1970
1/29/86,1840
1/30/86,2270
1/31/86,2240
2/1/86,2040
2/2/86,2050
2/3/86,3080
2/4/86,2870
2/5/86,2630
2/6/86,2380
2/7/86,2130
2/8/86,1910
2/9/86,1710
2/10/86,1550
2/11/86,1450
2/12/86,2180
2/13/86,3390
2/14/86,3710
2/15/86,5080
2/16/86,10700
2/17/86,12700
2/18/86,10100
2/19/86,6800
2/20/86,4810
2/21/86,4220
2/22/86,11900
2/23/86,15700
2/24/86,10800
2/25/86,6990
2/26/86,5080
2/27/86,3960
2/28/86,3210
3/1/86,2700
3/2/86,2320
3/3/86,2030
3/4/86,1810
3/5/86,1640
3/6/86,1520
3/7/86,2350
3/8/86,2300
3/9/86,2470
3/10/86,2340
3/11/86,2560
3/12/86,2970
3/13/86,3350
3/14/86,3230
3/15/86,2790
3/16/86,2380
3/17/86,2060
3/18/86,1810
3/19/86,1650
3/20/86,1500
3/21/86,1440
3/22/86,1300
3/23/86,1470
3/24/86,1990
3/25/86,1780
3/26/86,1580
3/27/86,1440
3/28/86,1300
3/29/86,1210
3/30/86,1130
3/31/86,1060
4/1/86,1050
4/2/86,985
4/3/86,920
4/4/86,894
4/5/86,845
4/6/86,803
4/7/86,767
4/8/86,737
4/9/86,712
4/10/86,683
4/11/86,668
4/12/86,787
4/13/86,747
4/14/86,688
4/15/86,664
4/16/86,1120
4/17/86,1540
4/18/86,1280
4/19/86,1100
4/20/86,955
4/21/86,878
4/22/86,803
4/23/86,747
4/24/86,712
4/25/86,824
4/26/86,883
4/27/86,1060
4/28/86,1110
4/29/86,1120
4/30/86,1070
5/1/86,1030
5/2/86,1040
5/3/86,1020
5/4/86,979
5/5/86,1090
5/6/86,1260
5/7/86,1190
5/8/86,1090
5/9/86,1000
5/10/86,1010
5/11/86,1060
5/12/86,963
5/13/86,934
5/14/86,869
5/15/86,810
5/16/86,762
5/17/86,717
5/18/86,683
5/19/86,663
5/20/86,701
5/21/86,678
5/22/86,678
5/23/86,608
5/24/86,573
5/25/86,547
5/26/86,524
5/27/86,510
5/28/86,489
5/29/86,470
5/30/86,450
5/31/86,435
6/1/86,416
6/2/86,401
6/3/86,390
6/4/86,388
6/5/86,386
6/6/86,384
6/7/86,384
6/8/86,361
6/9/86,343
6/10/86,326
6/11/86,309
6/12/86,296
6/13/86,285
6/14/86,285
6/15/86,293
6/16/86,279
6/17/86,286
6/18/86,351
6/19/86,328
6/20/86,281
6/21/86,264
6/22/86,253
6/23/86,241
6/24/86,232
6/25/86,224
6/26/86,218
6/27/86,215
6/28/86,210
6/29/86,216
6/30/86,211
7/1/86,202
7/2/86,197
7/3/86,197
7/4/86,282
7/5/86,279
7/6/86,223
7/7/86,202
7/8/86,198
7/9/86,193
7/10/86,192
7/11/86,199
7/12/86,196
7/13/86,179
7/14/86,172
7/15/86,167
7/16/86,171
7/17/86,177
7/18/86,169
7/19/86,160
7/20/86,154
7/21/86,149
7/22/86,144
7/23/86,142
7/24/86,141
7/25/86,137
7/26/86,133
7/27/86,133
7/28/86,131
7/29/86,126
7/30/86,122
7/31/86,120
8/1/86,118
8/2/86,116
8/3/86,111
8/4/86,108
8/5/86,106
8/6/86,104
8/7/86,104
8/8/86,103
8/9/86,99
8/10/86,97
8/11/86,96
8/12/86,94
8/13/86,92
8/14/86,92
8/15/86,91
8/16/86,89
8/17/86,85
8/18/86,84
8/19/86,86
8/20/86,87
8/21/86,86
8/22/86,82
8/23/86,81
8/24/86,79
8/25/86,79
8/26/86,78
8/27/86,78
8/28/86,78
8/29/86,82
8/30/86,90
8/31/86,91
9/1/86,87
9/2/86,82
9/3/86,79
9/4/86,78
9/5/86,73
9/6/86,72
9/7/86,69
9/8/86,68
9/9/86,70
9/10/86,73
9/11/86,75
9/12/86,73
9/13/86,76
9/14/86,87
9/15/86,90
9/16/86,92
9/17/86,109
9/18/86,208
9/19/86,189
9/20/86,130
9/21/86,132
9/22/86,141
9/23/86,140
9/24/86,312
9/25/86,485
9/26/86,801
9/27/86,556
9/28/86,332
9/29/86,248
9/30/86,215
10/1/86,189
10/2/86,171
10/3/86,156
10/4/86,145
10/5/86,136
10/6/86,130
10/7/86,124
10/8/86,119
10/9/86,114
10/10/86,114
10/11/86,110
10/12/86,105
10/13/86,104
10/14/86,103
10/15/86,103
10/16/86,103
10/17/86,107
10/18/86,111
10/19/86,109
10/20/86,106
10/21/86,106
10/22/86,103
10/23/86,101
10/24/86,101
10/25/86,106
10/26/86,211
10/27/86,566
10/28/86,384
10/29/86,281
10/30/86,737
10/31/86,1210
11/1/86,813
11/2/86,523
11/3/86,394
11/4/86,323
11/5/86,282
11/6/86,259
11/7/86,370
11/8/86,487
11/9/86,491
11/10/86,499
11/11/86,430
11/12/86,372
11/13/86,330
11/14/86,324
11/15/86,301
11/16/86,285
11/17/86,430
11/18/86,638
11/19/86,1010
11/20/86,1990
11/21/86,4130
11/22/86,6420
11/23/86,4280
11/24/86,5250
11/25/86,4830
11/26/86,3870
11/27/86,9590
11/28/86,9750
11/29/86,6600
11/30/86,4130
12/1/86,2940
12/2/86,2250
12/3/86,1780
12/4/86,1470
12/5/86,1290
12/6/86,1140
12/7/86,1020
12/8/86,941
12/9/86,868
12/10/86,805
12/11/86,764
12/12/86,780
12/13/86,855
12/14/86,1370
12/15/86,1760
12/16/86,1330
12/17/86,1120
12/18/86,1010
12/19/86,990
12/20/86,904
12/21/86,847
12/22/86,1120
12/23/86,2650
12/24/86,2290
12/25/86,1990
12/26/86,1880
12/27/86,1610
12/28/86,1430
12/29/86,2460
12/30/86,2850
12/31/86,2270
1/1/87,4120
1/2/87,6390
1/3/87,5420
1/4/87,5740
1/5/87,4560
1/6/87,4600
1/7/87,3730
1/8/87,2990
1/9/87,2470
1/10/87,2050
1/11/87,1760
1/12/87,1760
1/13/87,1920
1/14/87,2800
1/15/87,2550
1/16/87,2050
1/17/87,1730
1/18/87,1510
1/19/87,1370
1/20/87,1250
1/21/87,1170
1/22/87,1110
1/23/87,1180
1/24/87,2000
1/25/87,4800
1/26/87,5840
1/27/87,5800
1/28/87,5680
1/29/87,5710
1/30/87,4500
1/31/87,5790
2/1/87,16800
2/2/87,12400
2/3/87,7740
2/4/87,5330
2/5/87,3970
2/6/87,3150
2/7/87,2610
2/8/87,2190
2/9/87,1920
2/10/87,1630
2/11/87,1370
2/12/87,1310
2/13/87,1780
2/14/87,2750
2/15/87,2630
2/16/87,3450
2/17/87,1860
2/18/87,2560
2/19/87,2570
2/20/87,2610
2/21/87,1960
2/22/87,1800
2/23/87,1900
2/24/87,1750
2/25/87,1420
2/26/87,1270
2/27/87,1210
2/28/87,1130
3/1/87,1690
3/2/87,1220
3/3/87,3530
3/4/87,4140
3/5/87,3750
3/6/87,2280
3/7/87,2270
3/8/87,1710
3/9/87,1830
3/10/87,2300
3/11/87,2100
3/12/87,4290
3/13/87,5510
3/14/87,5780
3/15/87,4910
3/16/87,3710
3/17/87,3150
3/18/87,3290
3/19/87,3500
3/20/87,3020
3/21/87,2590
3/22/87,2190
3/23/87,2050
3/24/87,1750
3/25/87,1550
3/26/87,1410
3/27/87,1300
3/28/87,1210
3/29/87,1130
3/30/87,1070
3/31/87,1010
4/1/87,958
4/2/87,903
4/3/87,892
4/4/87,851
4/5/87,813
4/6/87,819
4/7/87,787
4/8/87,782
4/9/87,725
4/10/87,734
4/11/87,824
4/12/87,802
4/13/87,746
4/14/87,699
4/15/87,665
4/16/87,632
4/17/87,657
4/18/87,719
4/19/87,659
4/20/87,621
4/21/87,597
4/22/87,571
4/23/87,552
4/24/87,526
4/25/87,506
4/26/87,491
4/27/87,471
4/28/87,456
4/29/87,445
4/30/87,474
5/1/87,576
5/2/87,677
5/3/87,790
5/4/87,657
5/5/87,583
5/6/87,533
5/7/87,494
5/8/87,457
5/9/87,432
5/10/87,408
5/11/87,393
5/12/87,420
5/13/87,423
5/14/87,387
5/15/87,367
5/16/87,356
5/17/87,341
5/18/87,330
5/19/87,321
5/20/87,314
5/21/87,307
5/22/87,296
5/23/87,287
5/24/87,283
5/25/87,286
5/26/87,280
5/27/87,278
5/28/87,276
5/29/87,275
5/30/87,346
5/31/87,613
6/1/87,519
6/2/87,391
6/3/87,332
6/4/87,299
6/5/87,286
6/6/87,283
6/7/87,267
6/8/87,255
6/9/87,245
6/10/87,237
6/11/87,233
6/12/87,227
6/13/87,220
6/14/87,213
6/15/87,208
6/16/87,205
6/17/87,211
6/18/87,205
6/19/87,197
6/20/87,193
6/21/87,213
6/22/87,216
6/23/87,195
6/24/87,184
6/25/87,176
6/26/87,169
6/27/87,164
6/28/87,158
6/29/87,157
6/30/87,155
7/1/87,152
7/2/87,153
7/3/87,153
7/4/87,157
7/5/87,170
7/6/87,175
7/7/87,164
7/8/87,157
7/9/87,149
7/10/87,148
7/11/87,146
7/12/87,140
7/13/87,132
7/14/87,126
7/15/87,121
7/16/87,116
7/17/87,121
7/18/87,235
7/19/87,585
7/20/87,293
7/21/87,204
7/22/87,175
7/23/87,167
7/24/87,156
7/25/87,152
7/26/87,150
7/27/87,143
7/28/87,138
7/29/87,130
7/30/87,125
7/31/87,123
8/1/87,120
8/2/87,119
8/3/87,116
8/4/87,111
8/5/87,106
8/6/87,102
8/7/87,101
8/8/87,100
8/9/87,96
8/10/87,95
8/11/87,99
8/12/87,99
8/13/87,100
8/14/87,111
8/15/87,112
8/16/87,106
8/17/87,100
8/18/87,94
8/19/87,90
8/20/87,88
8/21/87,84
8/22/87,83
8/23/87,83
8/24/87,82
8/25/87,80
8/26/87,78
8/27/87,77
8/28/87,76
8/29/87,74
8/30/87,74
8/31/87,73
9/1/87,71
9/2/87,67
9/3/87,69
9/4/87,70
9/5/87,70
9/6/87,70
9/7/87,69
9/8/87,70
9/9/87,72
9/10/87,73
9/11/87,73
9/12/87,77
9/13/87,80
9/14/87,82
9/15/87,86
9/16/87,88
9/17/87,82
9/18/87,76
9/19/87,72
9/20/87,70
9/21/87,69
9/22/87,69
9/23/87,68
9/24/87,68
9/25/87,69
9/26/87,72
9/27/87,75
9/28/87,74
9/29/87,70
9/30/87,68
10/1/87,65
10/2/87,62
10/3/87,62
10/4/87,63
10/5/87,64
10/6/87,63
10/7/87,61
10/8/87,59
10/9/87,60
10/10/87,61
10/11/87,61
10/12/87,60
10/13/87,59
10/14/87,60
10/15/87,62
10/16/87,62
10/17/87,62
10/18/87,61
10/19/87,60
10/20/87,60
10/21/87,59
10/22/87,59
10/23/87,61
10/24/87,63
10/25/87,65
10/26/87,65
10/27/87,65
10/28/87,64
10/29/87,63
10/30/87,63
10/31/87,68
11/1/87,84
11/2/87,110
11/3/87,115
11/4/87,99
11/5/87,84
11/6/87,78
11/7/87,76
11/8/87,77
11/9/87,99
11/10/87,121
11/11/87,114
11/12/87,210
11/13/87,351
11/14/87,395
11/15/87,284
11/16/87,354
11/17/87,269
11/18/87,197
11/19/87,161
11/20/87,141
11/21/87,149
11/22/87,185
11/23/87,290
11/24/87,319
11/25/87,462
11/26/87,351
11/27/87,259
11/28/87,213
11/29/87,183
11/30/87,182
12/1/87,983
12/2/87,2300
12/3/87,8600
12/4/87,5090
12/5/87,2610
12/6/87,4540
12/7/87,5600
12/8/87,3890
12/9/87,10600
12/10/87,15000
12/11/87,6620
12/12/87,3960
12/13/87,2830
12/14/87,2260
12/15/87,1920
12/16/87,1690
12/17/87,1460
12/18/87,1290
12/19/87,1180
12/20/87,1100
12/21/87,1200
12/22/87,1360
12/23/87,1540
12/24/87,1400
12/25/87,1260
12/26/87,1150
12/27/87,1070
12/28/87,1090
12/29/87,1020
12/30/87,1160
12/31/87,2750
1/1/88,2500
1/2/88,1970
1/3/88,1710
1/4/88,1500
1/5/88,1340
1/6/88,1230
1/7/88,1180
1/8/88,1410
1/9/88,3140
1/10/88,10300
1/11/88,11800
1/12/88,6680
1/13/88,4790
1/14/88,11600
1/15/88,15600
1/16/88,8770
1/17/88,5920
1/18/88,4490
1/19/88,3560
1/20/88,3010
1/21/88,2580
1/22/88,2260
1/23/88,2020
1/24/88,1820
1/25/88,1650
1/26/88,1520
1/27/88,1410
1/28/88,1400
1/29/88,1660
1/30/88,1620
1/31/88,1550
2/1/88,1430
2/2/88,1320
2/3/88,1230
2/4/88,1150
2/5/88,1090
2/6/88,1030
2/7/88,988
2/8/88,1110
2/9/88,1270
2/10/88,1710
2/11/88,1580
2/12/88,1400
2/13/88,1400
2/14/88,1270
2/15/88,1280
2/16/88,1240
2/17/88,1200
2/18/88,1190
2/19/88,1120
2/20/88,1070
2/21/88,1020
2/22/88,969
2/23/88,924
2/24/88,879
2/25/88,834
2/26/88,799
2/27/88,764
2/28/88,731
2/29/88,709
3/1/88,758
3/2/88,696
3/3/88,677
3/4/88,765
3/5/88,855
3/6/88,1100
3/7/88,1060
3/8/88,975
3/9/88,1270
3/10/88,1430
3/11/88,1250
3/12/88,1100
3/13/88,998
3/14/88,922
3/15/88,861
3/16/88,806
3/17/88,755
3/18/88,716
3/19/88,684
3/20/88,666
3/21/88,668
3/22/88,652
3/23/88,1030
3/24/88,1410
3/25/88,4660
3/26/88,3210
3/27/88,3280
3/28/88,2830
3/29/88,2420
3/30/88,2100
3/31/88,1830
4/1/88,1630
4/2/88,1550
4/3/88,1900
4/4/88,2040
4/5/88,1960
4/6/88,1880
4/7/88,2000
4/8/88,1850
4/9/88,1680
4/10/88,1520
4/11/88,1370
4/12/88,1260
4/13/88,1170
4/14/88,1150
4/15/88,1070
4/16/88,993
4/17/88,937
4/18/88,886
4/19/88,875
4/20/88,1010
4/21/88,947
4/22/88,926
4/23/88,865
4/24/88,816
4/25/88,774
4/26/88,733
4/27/88,700
4/28/88,693
4/29/88,793
4/30/88,925
5/1/88,1050
5/2/88,1100
5/3/88,1450
5/4/88,1510
5/5/88,1310
5/6/88,1250
5/7/88,1610
5/8/88,1630
5/9/88,1520
5/10/88,1340
5/11/88,1190
5/12/88,1090
5/13/88,1290
5/14/88,1210
5/15/88,1100
5/16/88,1130
5/17/88,1070
5/18/88,1010
5/19/88,946
5/20/88,884
5/21/88,828
5/22/88,775
5/23/88,740
5/24/88,701
5/25/88,665
5/26/88,639
5/27/88,673
5/28/88,887
5/29/88,866
5/30/88,740
5/31/88,756
6/1/88,1040
6/2/88,1340
6/3/88,1370
6/4/88,1200
6/5/88,1050
6/6/88,948
6/7/88,909
6/8/88,857
6/9/88,818
6/10/88,808
6/11/88,756
6/12/88,697
6/13/88,658
6/14/88,619
6/15/88,583
6/16/88,554
6/17/88,535
6/18/88,517
6/19/88,498
6/20/88,470
6/21/88,450
6/22/88,429
6/23/88,417
6/24/88,398
6/25/88,383
6/26/88,379
6/27/88,368
6/28/88,363
6/29/88,385
6/30/88,354
7/1/88,333
7/2/88,327
7/3/88,325
7/4/88,309
7/5/88,298
7/6/88,289
7/7/88,276
7/8/88,267
7/9/88,257
7/10/88,248
7/11/88,249
7/12/88,256
7/13/88,295
7/14/88,278
7/15/88,254
7/16/88,236
7/17/88,222
7/18/88,213
7/19/88,204
7/20/88,196
7/21/88,187
7/22/88,180
7/23/88,175
7/24/88,171
7/25/88,166
7/26/88,159
7/27/88,150
7/28/88,147
7/29/88,145
7/30/88,143
7/31/88,139
8/1/88,135
8/2/88,134
8/3/88,132
8/4/88,127
8/5/88,121
8/6/88,120
8/7/88,119
8/8/88,118
8/9/88,116
8/10/88,113
8/11/88,114
8/12/88,118
8/13/88,117
8/14/88,116
8/15/88,115
8/16/88,115
8/17/88,118
8/18/88,117
8/19/88,109
8/20/88,102
8/21/88,98
8/22/88,95
8/23/88,91
8/24/88,88
8/25/88,86
8/26/88,86
8/27/88,84
8/28/88,83
8/29/88,81
8/30/88,80
8/31/88,80
9/1/88,79
9/2/88,77
9/3/88,73
9/4/88,72
9/5/88,71
9/6/88,71
9/7/88,72
9/8/88,71
9/9/88,68
9/10/88,66
9/11/88,66
9/12/88,65
9/13/88,62
9/14/88,60
9/15/88,60
9/16/88,61
9/17/88,64
9/18/88,66
9/19/88,128
9/20/88,135
9/21/88,102
9/22/88,86
9/23/88,79
9/24/88,76
9/25/88,75
9/26/88,81
9/27/88,123
9/28/88,125
9/29/88,97
9/30/88,84
10/1/88,76
10/2/88,72
10/3/88,68
10/4/88,70
10/5/88,73
10/6/88,75
10/7/88,74
10/8/88,74
10/9/88,72
10/10/88,70
10/11/88,69
10/12/88,70
10/13/88,71
10/14/88,77
10/15/88,89
10/16/88,87
10/17/88,80
10/18/88,75
10/19/88,73
10/20/88,72
10/21/88,71
10/22/88,75
10/23/88,74
10/24/88,70
10/25/88,68
10/26/88,66
10/27/88,65
10/28/88,65
10/29/88,65
10/30/88,65
10/31/88,65
11/1/88,72
11/2/88,158
11/3/88,680
11/4/88,919
11/5/88,602
11/6/88,1000
11/7/88,639
11/8/88,452
11/9/88,451
11/10/88,949
11/11/88,1060
11/12/88,752
11/13/88,687
11/14/88,561
11/15/88,677
11/16/88,1440
11/17/88,2280
11/18/88,1720
11/19/88,1160
11/20/88,1150
11/21/88,2720
11/22/88,5590
11/23/88,6420
11/24/88,5150
11/25/88,7410
11/26/88,5130
11/27/88,4540
11/28/88,6870
11/29/88,4380
11/30/88,3080
12/1/88,2360
12/2/88,1900
12/3/88,1570
12/4/88,1330
12/5/88,1180
12/6/88,1140
12/7/88,1040
12/8/88,952
12/9/88,889
12/10/88,835
12/11/88,778
12/12/88,733
12/13/88,713
12/14/88,662
12/15/88,622
12/16/88,594
12/17/88,574
12/18/88,553
12/19/88,632
12/20/88,712
12/21/88,1660
12/22/88,3160
12/23/88,3510
12/24/88,3680
12/25/88,3010
12/26/88,2310
12/27/88,1930
12/28/88,1700
12/29/88,1930
12/30/88,5360
12/31/88,6140
1/1/89,4160
1/2/89,3170
1/3/89,2620
1/4/89,2320
1/5/89,2230
1/6/89,2090
1/7/89,2000
1/8/89,2010
1/9/89,5060
1/10/89,12000
1/11/89,7030
1/12/89,4870
1/13/89,4180
1/14/89,3990
1/15/89,6040
1/16/89,6520
1/17/89,5790
1/18/89,4670
1/19/89,3730
1/20/89,3080
1/21/89,2840
1/22/89,2690
1/23/89,2380
1/24/89,2110
1/25/89,1870
1/26/89,1690
1/27/89,1540
1/28/89,1400
1/29/89,1290
1/30/89,1210
1/31/89,1230
2/1/89,1250
2/2/89,1170
2/3/89,1090
2/4/89,995
2/5/89,968
2/6/89,961
2/7/89,876
2/8/89,843
2/9/89,821
2/10/89,829
2/11/89,859
2/12/89,902
2/13/89,944
2/14/89,952
2/15/89,936
2/16/89,1260
2/17/89,4570
2/18/89,3910
2/19/89,3540
2/20/89,2980
2/21/89,2470
2/22/89,2470
2/23/89,2740
2/24/89,2480
2/25/89,2190
2/26/89,1920
2/27/89,1720
2/28/89,1570
3/1/89,1470
3/2/89,1630
3/3/89,1500
3/4/89,1420
3/5/89,2290
3/6/89,6450
3/7/89,4580
3/8/89,3500
3/9/89,3010
3/10/89,3500
3/11/89,4270
3/12/89,4770
3/13/89,6830
3/14/89,6800
3/15/89,5910
3/16/89,5590
3/17/89,5420
3/18/89,6580
3/19/89,5360
3/20/89,4050
3/21/89,3410
3/22/89,2860
3/23/89,2470
3/24/89,2220
3/25/89,2450
3/26/89,2730
3/27/89,2660
3/28/89,3030
3/29/89,3120
3/30/89,2750
3/31/89,2500
4/1/89,2300
4/2/89,2600
4/3/89,2680
4/4/89,2500
4/5/89,2320
4/6/89,2080
4/7/89,1870
4/8/89,1700
4/9/89,1550
4/10/89,1420
4/11/89,1290
4/12/89,1200
4/13/89,1130
4/14/89,1060
4/15/89,1000
4/16/89,952
4/17/89,906
4/18/89,860
4/19/89,822
4/20/89,794
4/21/89,759
4/22/89,752
4/23/89,755
4/24/89,852
4/25/89,755
4/26/89,689
4/27/89,644
4/28/89,612
4/29/89,585
4/30/89,564
5/1/89,566
5/2/89,533
5/3/89,522
5/4/89,547
5/5/89,502
5/6/89,478
5/7/89,461
5/8/89,442
5/9/89,430
5/10/89,436
5/11/89,427
5/12/89,409
5/13/89,396
5/14/89,380
5/15/89,368
5/16/89,355
5/17/89,368
5/18/89,470
5/19/89,438
5/20/89,371
5/21/89,343
5/22/89,335
5/23/89,389
5/24/89,761
5/25/89,661
5/26/89,529
5/27/89,515
5/28/89,521
5/29/89,475
5/30/89,439
5/31/89,400
6/1/89,371
6/2/89,346
6/3/89,324
6/4/89,308
6/5/89,287
6/6/89,282
6/7/89,273
6/8/89,268
6/9/89,261
6/10/89,255
6/11/89,248
6/12/89,246
6/13/89,250
6/14/89,263
6/15/89,273
6/16/89,250
6/17/89,232
6/18/89,225
6/19/89,234
6/20/89,257
6/21/89,232
6/22/89,211
6/23/89,202
